Date,Product_ID,Product_Category,Region,Units_Sold,Revenue,Marketing_Spend,Holiday_Indicator,Temperature,Fuel_Price,Consumer_Confidence,Season,Forecast_Demand
2013,196,0,3,100.0,6796.323772259851,5372.086673604348,0,19.94643151045961,1.203540949575983,103.03748014728136,2,221.25
2014,101,2,2,152.0,29672.807060590712,9506.683483100427,0,31.49050991216032,1.7496477358148814,104.7625524909208,2,345.37
2015,196,2,0,162.0,17882.78202533671,3202.77204079671,1,13.70842154836208,1.2098580288871468,88.86427403177453,2,213.71
2016,132,3,3,122.0,21248.250156801583,1971.6235862985016,1,33.54342573696728,1.7130882283445388,96.79693386699714,2,181.73
2017,176,1,3,167.0,9211.241360933376,9365.925558923482,0,34.46422952338747,1.0174904168108865,99.42316370682992,2,344.31
2018,129,0,2,118.0,22313.76432645753,2917.344827900374,0,13.02737098103028,1.4347860049160464,66.19531797643296,2,167.68
2019,132,3,3,140.0,22819.672151139348,7742.398181878773,0,12.935178593482956,1.7222137633972667,98.70663672562124,2,291.94
2020,176,1,1,124.0,20530.00892614165,2834.859783089036,0,15.964364395988513,1.3398789236324913,90.6514605568193,2,185.69
2021,125,0,2,123.0,11089.39433683786,9641.67414060123,0,20.69168179762596,0.8861759167617481,82.70997175514177,2,322.4
2022,121,0,2,116.0,12460.10041546209,8120.0959330357855,0,25.982007057898656,1.684282819649098,75.70417195782832,2,259.22
2023,165,2,1,142.0,18006.136569970266,9268.46354903373,1,24.566259941623223,1.3928677925577015,98.27516741129956,2,342.71
2024,137,4,2,144.0,23350.72269843528,9558.86338100493,0,35.5950546157616,1.1796993477333482,70.00553538803736,2,305.36
2025,189,1,0,125.0,21603.776921359844,1759.8194584209982,0,14.2669596123031,1.9913548818247844,108.65011482015356,2,175.22
2026,145,0,0,98.0,3336.719256968124,4900.499702424528,0,30.92718166595708,1.8512866707290936,70.30784231084334,2,199.2
2027,114,1,2,133.0,24303.2535575442,6832.903033254785,0,26.466597556551903,0.8453870594974836,106.2970377977126,2,259.9
2028,197,3,1,132.0,24914.92046350124,8222.104937136077,0,32.10474469486666,1.5123848361900571,109.04502982633574,2,298.1
2029,143,3,3,119.0,15079.648201322349,3173.245699729622,0,20.258392804873115,1.225482477421698,116.3792474378245,2,178.04
2030,148,4,1,160.0,8578.417661741292,9231.443734503597,0,24.141388861836337,0.8448862268506379,87.79746525415267,2,334.03
2031,174,0,0,90.0,15058.32028979653,2988.786961883211,0,10.857789675582024,0.8135564323149433,63.82122299529333,2,140.33
2032,160,2,2,77.0,9143.42433765744,8795.58761386618,0,13.483177272309389,1.50050933900539,100.66092129963005,2,261.14
2033,166,0,1,106.0,17712.108336908525,5614.41321697771,0,21.24986835885496,1.184156791232147,76.95734935367062,2,210.91
2034,105,1,3,134.0,22333.172013334315,5638.799546831707,0,24.43764223345364,1.6439794477656275,65.56359372483735,2,231.8
2035,108,3,3,98.0,3489.9051286973786,4366.050539337921,1,12.572406791929392,1.3453055434747865,111.34595653314705,2,224.66
2036,105,1,3,98.0,12667.857996458515,1931.5470827682143,0,34.749647473819174,1.719797071094408,68.38424241185339,2,126.73
2037,172,4,3,136.0,14547.372446098298,4123.810568075844,0,38.38157087000746,1.7756782816102392,90.38227430006953,2,208.22
2038,194,3,1,126.0,23977.989579589062,4840.630434842257,0,27.89192433539806,1.58868128601287,107.3106941739116,2,223.15
2039,131,2,3,124.0,9101.033635774846,5311.189508976736,0,11.602057636501412,1.30156713016531,71.94563490718062,2,207.26
2040,140,3,0,131.0,7477.482503982012,7651.857613691201,0,32.164786727134334,1.986172700414192,113.79812647638116,2,269.88
2041,175,0,3,106.0,19236.41721284548,4168.630994185528,0,16.514911368570264,1.1680224568858142,79.89523683249375,2,186.86
2042,107,0,0,106.0,4957.493054613998,4659.335742825879,0,32.009550763082885,1.4174952013330402,83.78504793996737,2,204.53
2043,171,3,1,129.0,18520.981831582,9154.887420899076,0,23.03038045402389,1.4244849229071217,67.88960805694086,2,294.28
2044,149,4,0,86.0,6364.306718271232,7773.105651702361,0,11.602799687343955,1.3140066215133746,98.66758989566898,2,276.89
2045,191,0,1,69.0,8432.644283278672,1205.7019255341238,1,18.362468174684828,0.9456983829385274,89.71897071575567,2,124.42
2046,161,0,3,103.0,13484.708284876982,8308.798819507338,0,22.81089880372829,1.2247305106642363,118.4496251496496,2,286.78
2047,183,2,2,129.0,12271.314727063987,9909.495319153231,0,32.08751024930357,1.0582276950818994,101.89978895553932,2,331.4
2048,161,3,0,115.0,22481.77509090788,9457.909672310398,0,13.99207845490091,1.879828631636131,105.53951264852316,2,315.33
2049,106,0,0,127.0,5553.706222422623,8523.603095464809,0,18.610050319840013,1.5864500996112656,71.94507356807502,2,280.09
2050,174,4,2,69.0,6241.176685836522,6662.563726035404,0,12.506118427115736,1.1453770208669367,102.76628698885756,2,225.49
2051,183,1,1,115.0,11209.183266298338,3503.729099487349,0,28.474209639084243,1.4788791478609145,93.44367009317526,2,184.96
2052,179,3,1,121.0,16164.202549136831,6889.875502420867,0,24.22814496783393,1.8238490265922969,84.22996850870703,2,259.35
2053,103,2,3,80.0,7464.540518001076,7260.33223788278,0,37.87014836119116,1.9213213935462723,106.95956587030932,2,239.74
2054,105,0,0,124.0,4645.843773826684,3534.023449276035,0,32.21659009520248,0.8900426754802931,118.71284252445469,2,180.1
2055,157,4,1,104.0,19815.889565945065,3297.9666196759567,0,33.336620876828825,1.7442902019876296,65.68689534680374,2,157.77
2056,121,3,3,167.0,15847.337194058891,4572.314731830433,0,14.931777260702525,1.9595697093479127,107.33336846230104,2,262.19
2057,125,4,1,61.0,4982.557524843457,6770.322721301815,0,17.998675615380698,1.3606949626846947,115.16877122968594,2,237.6
2058,102,4,2,132.0,13254.117670374351,3637.560423541365,0,25.39418630157828,1.99464081202624,78.91115445097505,2,175.72
2059,140,2,2,96.0,5662.773387187779,6000.998699606803,0,10.40453502652066,1.948493589033354,81.7813277923266,2,225.26
2060,159,3,2,71.0,2700.8331300653585,9093.136616687643,0,36.10384430807607,1.5882696177091775,107.6863291520622,2,280.39
2061,113,0,3,92.0,4300.459614042764,3655.9029239132456,0,33.332211459815525,1.8171336796306847,117.21854240194908,2,183.18
2062,174,2,0,108.0,5399.769836949199,9693.763625147603,0,11.738190555856477,1.155875741345668,116.33524110731868,2,306.06
2063,181,0,2,123.0,6836.489922099918,5260.131808058941,0,35.47101735919334,1.900956380388056,63.33758700593404,2,202.54
2064,111,1,2,136.0,13000.625995297189,1908.1750388130447,0,10.134643444544745,1.510266932243166,112.28569293962664,2,170.31
2065,186,4,1,130.0,17199.242895633193,1495.354543566163,1,13.426579556145631,1.4115987056604822,95.18721026980346,2,193.85
2066,111,1,2,81.0,10789.18467842976,4048.070628693836,0,11.660936588730705,1.802794117388684,85.26759450391418,2,178.6
2067,112,4,0,123.0,2462.160190101061,3328.830610568856,0,24.374797955221226,1.8673932542597065,110.73204695584552,2,188.65
2068,124,2,3,108.0,20063.41704450489,8593.419944829271,0,33.52149339756683,1.641498880277203,108.0260194516112,2,285.26
2069,144,0,2,86.0,14457.674354640338,7638.745792752608,0,15.356174855154702,0.8300435398757717,90.56091735774253,2,249.28
2070,118,0,3,95.0,18383.34047435628,8960.916581830525,0,33.14459383407477,1.5166473700413778,84.64322762056612,0,274.21
2071,154,2,3,85.0,7207.791074371951,6303.281483906827,1,15.547743464818538,1.78598707566131,88.3483950204226,0,241.4
2072,199,3,0,99.0,13826.723110605057,4919.115228314506,0,39.71609018612991,1.454323206433339,79.101410761984,0,195.88
2073,144,1,1,84.0,4220.473728752188,3435.1113527716334,0,35.60423602900185,1.921830372172098,100.83123328742148,0,170.49
2074,107,1,1,77.0,12864.077757273855,6247.979509809247,1,32.11560321469261,1.8767808630280447,113.5220136052792,0,227.94
2075,192,0,3,107.0,5247.942344101144,6562.223004125378,0,27.75065269274625,1.4356115021669198,75.03000231659652,0,240.96
2076,152,0,2,110.0,8654.51687599344,4536.528073676799,0,17.27644590814862,1.2845969513001394,109.53046904000442,0,205.89
2077,154,0,3,93.0,10076.5754885525,9429.35879644651,0,13.578028659468409,0.8660917408900768,81.64465896622268,0,294.28
2078,131,2,1,124.0,15749.94684879339,6759.591295145642,0,23.80920256014573,1.5591172917250962,67.90973260116301,0,265.51
2079,150,3,2,91.0,10986.788937816664,8537.330805413796,0,22.07980762715971,1.119157646272391,62.429702590184064,0,242.03
2080,143,1,1,90.0,3453.955389701956,6583.516726320605,0,30.234427690799585,1.602142774646706,88.76169215919704,0,231.04
2081,181,4,0,109.0,10453.283176188756,3848.831067985344,0,15.102692540203424,1.7585134848852857,94.0988121830034,0,185.23
2082,169,2,1,93.0,17309.50108280547,7629.572420908301,0,26.86385401102361,1.2904322128992072,60.36201668329175,0,242.52
2083,117,1,2,97.0,17171.55449454733,3072.290777952984,0,30.80050642450971,0.8187016861080032,99.1576018591782,0,148.15
2084,182,3,2,45.0,5685.346538362582,6369.484284987476,0,18.96898776119832,1.838304119796793,91.11176693418987,0,196.36
2085,121,2,3,96.0,11809.768663838233,4621.2970871746165,0,33.4004281324589,1.458808529931203,119.84496307636316,0,201.76
2086,136,1,2,59.0,2365.9904397358864,2348.963819239332,0,22.95528620563907,1.177749725283365,66.27093592333095,0,131.79
2087,195,2,0,71.0,3979.315800525677,4719.165179751035,0,14.878932876331003,1.5605552542733632,102.30114536724828,0,206.73
2088,155,1,1,68.0,4452.310449474136,3792.527465086806,0,15.843101409042992,1.6092729514877415,73.02192448266102,0,150.3
2089,158,1,3,74.0,7982.767103937092,2009.9987353757929,0,18.36695235710148,0.976960048159748,72.38052552381025,0,109.32
2090,102,3,3,84.0,12738.103447207266,8414.454057938729,0,14.743788080849546,1.5756818362072431,61.12313853995435,0,240.86
2091,127,4,2,85.0,8749.09794074515,5487.2430079112455,0,26.887587002098787,1.1440243768057494,60.39261937902009,0,191.33
2092,173,3,0,108.0,4610.626653319012,4117.206450442784,0,38.47423522585509,1.764349758630485,71.19736222063584,0,168.73
2093,134,1,3,99.0,9809.1969883428,5544.6782473265575,0,36.88219237701431,1.9298126957046808,70.53014615834647,0,210.75
2094,160,2,0,56.0,2759.3431977887944,7791.248057576108,0,19.71261951950321,0.9232008412935548,60.02624344087999,0,217.48
2095,192,3,0,96.0,14899.826237253044,1164.658538973246,0,35.94007965191767,1.900829356963408,103.02894261009784,0,135.97
2096,153,4,1,101.0,5046.985642155247,5920.765845162589,0,38.62068884350159,1.884135170147391,90.2204116641674,0,228.07
2097,162,1,1,88.0,9403.338394384196,5312.357049555711,0,18.825014209993515,1.2114891412490083,83.76872870933197,0,214.73
2098,178,3,1,93.0,13467.743708546695,9037.631723635664,0,37.158546399043054,0.8346026187636892,66.22765787017727,0,276.02
2099,196,3,0,98.0,5985.41384799348,6003.744929090325,0,39.92287193022625,1.5958704638838128,80.03389271287122,0,221.82
2100,106,3,1,110.0,3705.396131219063,2235.905582851606,0,33.93015428493523,1.213653412865694,88.23536664941402,0,157.33
2101,175,3,3,63.0,7647.81605868765,4498.148937566262,0,21.706699599374645,1.0299769953856672,119.88287104290704,0,167.92
2102,148,2,3,90.0,2678.0831487711584,6589.6243484732695,0,28.25624813782678,0.9302773470135788,90.63597211777854,0,232.91
2103,193,4,2,125.0,15724.79446678378,1413.4042635020637,0,20.925599474068846,1.0352316344550772,61.170503012482655,0,139.97
2104,184,4,0,123.0,19142.4576221585,8961.841876578519,0,39.8788385006124,1.08496019892146,72.46449404414642,0,288.06
2105,130,1,1,112.0,8879.0103921137,1610.0410664165888,0,12.035597131138156,1.7549906226537697,81.2713003010646,0,156.68
2106,157,0,3,106.0,11437.706725259606,1275.3201506173618,0,36.79240975208959,1.7405833349392232,87.35558884583773,0,117.93
2107,160,2,0,128.0,23958.67275270277,1018.1401669019822,0,12.23644399727416,1.3932970476935012,100.45678952129629,0,139.99
2108,123,1,0,134.0,14043.145803914324,7153.700424695693,0,11.26593468472102,1.4639903543227233,95.43557679086248,0,264.84
2109,119,1,1,93.0,18542.31498772533,5103.2807850040135,0,38.19818549600639,1.9013798022374704,90.55590001408925,0,203.24
2110,136,3,0,77.0,3716.053421417346,1925.3592480619072,0,36.018458123658746,1.889648233451768,110.27366286162624,0,133.38
2111,103,0,1,91.0,13432.337322676278,8705.876703900049,0,20.84685235848397,1.7944085637088651,71.77494231528873,0,252.2
2112,191,0,1,158.0,21720.472932729903,2824.482466831658,0,38.7259656495395,1.2491285541994586,64.67276808233373,0,180.07
2113,119,2,1,65.0,11505.966318258026,3936.9174307396224,0,35.85570632990812,1.239862877330249,110.29227196331156,0,183.03
2114,159,0,0,87.0,3187.660699771868,2599.4932646344937,0,37.05948627266414,1.8654591820983355,87.72985395324302,0,155.6
2115,123,1,0,69.0,4860.165866452563,9340.806679503465,0,27.85346458775873,1.911816279393291,93.20125483965344,0,267.87
2116,149,0,1,100.0,4379.226063686035,7822.601048548322,0,38.74985608652822,1.7581455763178266,110.2430733110404,0,267.84
2117,148,0,0,74.0,13908.827028661995,7515.580569798452,0,34.287466232156206,1.7085632140821807,116.74885343865644,0,245.31
2118,150,4,1,96.0,9292.258409870044,1395.9642706551383,0,38.19858581311183,1.4697968170818323,93.12004290052047,0,119.46
2119,195,1,2,59.0,10844.899279582434,5704.31533815429,0,18.445328062421066,1.2060018813773516,108.73539213310394,0,208.12
2120,135,0,0,111.0,8102.251747289277,6179.071930702664,1,25.96292701999065,1.0887590810810095,92.68699032847508,0,243.71
2121,197,0,0,124.0,5300.53602239207,4442.687560744143,0,36.02988487446025,0.9684059623858264,61.999429145382926,0,200.88
2122,199,3,2,92.0,6750.657240648431,3895.806252678826,0,27.39187122600105,1.673842149135513,117.351513398673,0,209.98
2123,165,0,2,97.0,12366.664313867735,8667.485741969082,0,34.03295080151984,1.7323745817161964,109.06602636847116,0,289.84
2124,178,0,2,97.0,16697.761052558955,1207.1493221907883,0,39.19290902870343,1.2303742213260649,105.20533127181456,0,141.17
2125,133,4,1,104.0,9294.51377717194,6628.193634493602,0,34.13688502340461,0.8072494292485972,86.50954434057303,0,244.16
2126,135,1,1,100.0,18466.55586656272,4548.222225619899,0,19.46078861835031,1.926315535351716,116.55270661442778,0,204.35
2127,105,2,3,117.0,7483.527176817179,6993.556130289613,0,13.560981688426224,1.3245071865872025,89.39078388942609,0,258.47
2128,138,1,2,127.0,18394.34011176411,2781.257912155331,0,18.18240477343662,1.9695092572679829,103.24720031586465,0,186.57
2129,141,3,3,86.0,13108.842665465574,3147.9341916581902,0,29.883733647984744,1.6128314839211209,66.03555072651326,0,141.32
2130,157,1,1,97.0,6723.392571512555,6281.684260091209,1,10.32833083944468,0.948816195669847,73.13165844360226,0,215.24
2131,111,0,0,121.0,3007.4039493854875,9819.446916572211,0,15.691561812875005,1.1923426495823517,85.4523302785214,0,301.24
2132,102,3,2,75.0,6430.704117685199,9772.152246876854,0,19.8070793543368,1.5884602529336354,94.87787939513358,0,278.46
2133,117,1,0,65.0,1828.794923481792,3240.8288542961723,0,36.256748308845225,1.5791033740343596,108.3332783460797,0,162.99
2134,139,3,1,109.0,19852.78907339073,1921.1592729313952,0,11.53012445162348,1.0783825108531004,74.45231337135857,0,126.26
2135,120,2,2,115.0,22037.972942735,6313.089141369971,0,11.498084794716304,1.0122282334213908,106.46134723412192,0,267.2
2136,114,1,3,92.0,14017.891408065769,4779.843472662655,0,26.553476451079305,1.1321489593242713,113.39953060660866,0,223.79
2137,196,0,3,95.0,14326.306408866558,7855.180416736719,0,15.332987566170855,1.7442703787551823,109.107016768742,0,279.18
2138,198,3,1,92.0,5829.182605458259,5751.853527506492,0,17.266455404767125,1.0902437613346438,97.3447992842482,0,213.81
2139,125,4,0,90.0,2997.594340240971,5595.28125396077,0,15.527083029380432,1.642136869498919,108.59955033487552,0,199.42
2140,107,3,1,122.0,20054.21780350573,6818.138813987372,0,27.44821412790789,1.843999532131387,112.650123112054,0,274.21
2141,199,4,0,85.0,10255.177552766523,2137.766003640857,0,11.666432488200083,1.2699468126315072,93.30600659288032,0,132.93
2142,193,0,1,104.0,14840.067376335915,7094.455566999109,0,38.20000085888673,0.8083928469480244,108.60968371638342,0,266.47
2143,186,2,3,92.0,14750.85608750797,5396.677305899082,1,13.69415156238485,0.970349283895554,85.26758131513854,0,231.78
2144,141,4,0,82.0,7683.249809735488,8381.32359070998,1,38.547865064863416,1.1742762406765563,91.34870900000789,0,278.1
2145,143,2,1,129.0,5936.371819296536,2248.3615033433653,0,33.3438709139279,1.027945071743669,63.15672035044569,0,141.74
2146,113,3,2,102.0,16636.87563630276,3706.723442047635,0,34.84047658678337,1.1474163197980032,113.00940405268824,0,193.71
2147,177,0,3,117.0,11896.30436215026,9552.21736613972,0,15.184247034568047,1.4528503787145826,68.42224557322726,0,279.76
2148,101,4,3,83.0,14014.248008987634,5977.655913610192,0,30.089412608637744,0.8252973194251919,76.57177546483751,0,210.45
2149,136,3,2,99.0,9779.798795263428,9363.708997785909,0,34.51216453889369,0.8771377898039878,79.04777850720704,0,290.9
2150,168,1,1,130.0,7678.183957900962,7201.31592800691,0,26.74106620151144,1.8268872022347344,66.95404405242007,0,248.91
2151,137,3,0,167.0,8480.410800612695,9337.882284416131,0,26.5322412371318,1.4267836848759567,115.30520613116498,0,329.58
2152,140,2,3,77.0,11850.755545910066,3860.43655924432,0,14.782400095025636,1.9226373313074847,118.202019594673,0,198.79
2153,161,0,1,113.0,13953.244757629893,1814.803825322415,0,22.426974988106988,0.8039307312294887,111.91181048160873,0,154.7
2154,159,0,2,126.0,11696.393782539091,8220.17588408289,1,14.516198803799004,0.8001814283608747,80.78189836527497,0,298.32
2155,113,3,0,106.0,11509.587708130615,8240.21877216103,0,39.18573276130806,1.6875159255120329,63.3142166396962,0,270.98
2156,188,1,1,136.0,16175.153057414494,6569.441151780829,0,30.5455002589138,1.371503264581703,70.97348819438704,0,242.79
2157,183,2,1,103.0,6498.780831450258,6216.1318284564895,0,11.452657771925924,1.8965580156704096,106.32599486384304,0,231.67
2158,101,3,3,124.0,10920.655738852422,9234.173536086557,1,24.30303740240144,1.743900751077677,77.15845403846035,0,337.76
2159,169,3,3,111.0,8062.3810728925055,2588.4862031937782,0,29.138924501018124,1.404755195797608,113.55631610873044,0,167.82
2160,116,0,0,147.0,13217.694984889296,6548.841742336904,0,12.86921142494193,1.374228802246079,110.10779014308072,0,286.4
2161,188,2,1,110.0,12111.131827654515,1447.935497399896,0,29.94965725989633,1.7734165116148604,74.21671618727439,3,133.6
2162,127,1,2,117.0,5990.909772484946,2267.7844308186623,0,15.319157374633225,1.7644476467862864,101.60727350947488,3,167.68
2163,165,0,2,144.0,13079.910423859175,4935.451135989696,0,22.236382145806388,1.1323337716654882,86.5376808890399,3,223.31
2164,134,3,0,105.0,9385.844978500854,8390.866324495742,0,28.7666216581511,1.609564231793842,72.89682859609101,3,265.27
2165,104,0,1,128.0,9149.527940045731,7598.194216750533,0,20.951623631607667,1.571842704374924,95.40674563629544,3,294.34
2166,164,0,3,91.0,18175.369800264165,9766.57951941395,0,21.42652592362406,1.8273013981346704,110.24158536901204,3,313.6
2167,139,4,1,106.0,3524.812871611079,1403.637836229093,0,35.308458992940146,1.842295484957943,115.60759549755284,3,135.85
2168,175,0,3,137.0,18595.17509478625,4432.169969436114,0,19.27794525010452,1.1219367701490324,63.523741029318174,3,192.69
2169,155,0,2,110.0,5653.8844094214255,2429.117214176448,0,29.65582971771464,1.8556909449140009,85.12409451449423,3,160.97
2170,135,2,0,120.0,20533.71816855994,1332.6515564455156,1,35.47457980740943,1.9094853458533043,96.26528044989708,3,173.17
2171,144,0,0,142.0,26206.86346039773,3379.578006650273,0,14.579475484039769,0.9315639986488252,80.27946158801895,3,200.6
2172,122,1,0,121.0,11164.190461223125,3200.246597684947,1,11.37783937007528,1.4884953972742778,79.05980777461775,3,195.37
2173,146,3,3,150.0,25233.918134359163,4780.249466159727,0,34.76602131341957,1.3237564170378406,106.31601805503333,3,230.27
2174,130,2,2,139.0,9032.734422738513,2260.730871105339,0,26.533923748875505,1.282381643882467,106.95046151550372,3,173.99
2175,110,0,2,144.0,6510.57570997446,5397.108213035058,0,34.83103896711741,1.6457952731655503,103.73527513234173,3,223.2
2176,109,1,0,161.0,12374.152160347665,9280.884945828178,0,16.391069019702865,0.9554820322381836,113.91150744859866,3,355.51
2177,166,3,0,143.0,11654.689117555556,7733.700384384834,0,34.97896668755156,1.7839349708471128,89.68248055873119,3,259.02
2178,113,2,3,169.0,15467.616512377312,8579.595965439401,0,12.859312417443975,0.831919313121245,107.26870823669437,3,324.21
2179,179,1,3,157.0,13679.819699727956,8242.5573398938,0,36.49609102444521,1.493961034461352,60.67269374466693,3,271.67
2180,173,0,1,129.0,12126.774195188702,4506.637027965706,0,34.6760098865736,1.070431999354243,119.24577495062088,3,221.31
2181,192,4,3,166.0,24535.796970257285,7380.649326680516,0,27.020041988397374,1.6009627030338716,115.15399933544724,3,310.55
2182,109,4,1,147.0,9438.050315627352,7788.306154806978,0,28.250196789973,1.4305182725648793,110.4809365574238,3,276.34
2183,175,2,0,134.0,3128.0433698547354,2850.8329512931205,0,20.375325902743512,1.9997026771488988,95.26599986613974,3,188.58
2184,193,1,2,149.0,16113.232388045706,8742.361299577959,0,16.048484630803856,1.834787049683701,92.64925983496283,3,319.29
2185,100,3,3,166.0,16714.942376841336,5119.726586700372,0,23.663142766447805,1.2039592903224137,69.00781037167708,3,232.33
2186,104,1,2,154.0,4745.001518459892,1147.2376555844596,0,29.72356344373074,1.434178914917233,63.23779288893176,3,174.36
2187,119,4,3,182.0,8023.333913186313,6790.456977524654,0,39.95394579683989,1.181374461047779,75.35260930155583,3,260.24
2188,107,2,3,168.0,18780.0078552712,7090.867827261685,0,34.5175919770582,1.6745521899850109,69.0587675013791,3,260.02
2189,142,0,1,158.0,9836.311614956836,5965.8606700915,0,23.029235099811416,1.3068957639267773,93.64926291565246,3,257.91
2190,175,1,3,128.0,22779.864697018937,2911.737707624409,0,32.29743558585987,0.9385253156395764,79.95297580034621,3,172.18
2191,100,4,0,146.0,7474.126544155532,5340.502246204587,0,13.24142508066546,1.5929646509984,83.27143882422386,3,237.19
2192,156,3,2,152.0,3590.5552073754047,4601.147052209564,0,22.451081408637627,0.8132780574584481,61.58350943562939,3,223.3
2193,163,2,3,165.0,16592.643950914495,9772.174664595332,0,22.747737461282675,1.1567480923774542,92.91706006652868,3,328.34
2194,183,0,2,165.0,32589.04438506519,8422.105912803443,0,39.96471433639722,1.888571682129876,99.3698781770682,3,303.55
2195,127,1,2,156.0,20919.140538685857,7857.096445784933,0,21.73044891828074,0.9130091734292636,80.06430851708456,3,283.83
2196,136,3,2,156.0,13061.15457303484,2629.663327001468,0,12.498448086992935,1.40531088855465,67.87517894366603,3,190.44
2197,146,0,3,169.0,3893.1249088522495,3979.360156790949,0,12.01683854247774,1.7541061822041386,102.2236495364648,3,240.19
2198,175,4,1,139.0,14913.409962350514,4417.406520122981,0,30.95153154794465,1.885402545548453,67.73894170574609,3,204.92
2199,136,4,2,191.0,10918.301153519233,5433.647790704315,0,18.67279268789229,1.4718059552428928,109.01138316318944,3,272.69
2200,148,3,2,117.0,15981.701039506366,1272.0206085892426,0,36.06740342971517,0.9838176806037724,92.7613460047148,3,140.49
2201,143,4,3,188.0,23489.00742786724,6337.083052671863,0,24.488430809608627,1.929028902596708,74.2466481360896,3,280.29
2202,155,2,3,158.0,10702.67977201154,4220.708895748957,0,19.91117153812216,1.699110614980345,113.92374228112652,3,237.17
2203,127,3,0,180.0,5831.800588684961,6055.094308833234,0,32.77343499261614,1.274804429106199,68.50633814937004,3,249.27
2204,178,4,0,168.0,26191.78054873972,1080.8054583103624,0,22.525975344334974,1.1323768895265642,96.07101937858012,3,155.67
2205,105,1,1,169.0,21189.817757517303,3892.898250977714,0,32.121499824278814,0.8572597872905079,97.05067750005792,3,225.2
2206,160,4,1,174.0,29855.39413461024,7917.9945041169,0,31.422757930536537,1.0297173987749242,62.23844361040794,3,301.13
2207,119,2,1,180.0,12017.520506629608,5509.733972743361,0,31.69634316824117,1.7332124760709686,96.58284521156988,3,255.88
2208,177,0,1,158.0,21727.39712235492,8099.985955110744,0,35.713656168606136,0.9303531587046164,101.65299507116188,3,311.7
2209,101,0,2,186.0,7693.423157700373,7290.64353265648,0,35.45198192507914,0.9552950416397716,114.60794019262065,3,296.83
2210,172,4,3,145.0,10516.23859662962,8694.285176358793,0,29.938247510978734,1.0351192423303524,102.53606324851,3,312.86
2211,136,0,0,167.0,23075.565703033728,1066.9922969695629,0,38.70885615796939,1.2744100758229395,89.06584202555217,3,158.26
2212,119,4,2,185.0,31191.85746132161,3351.929426599545,0,10.621824669683807,1.026885374732273,111.19800109830518,3,212.74
2213,125,2,3,189.0,14697.88556930866,5939.2155394097335,0,37.91268732809552,1.8851642046665245,81.22713704999386,3,267.33
2214,128,0,3,179.0,29319.06159225047,9469.16268986964,0,14.44760261000227,1.109186418641069,111.3308956648066,3,339.82
2215,100,1,2,163.0,23145.257184418107,7118.111621192852,0,16.3492920607479,1.9033851349569173,110.63822110153367,3,292.72
2216,134,4,2,189.0,15641.915726688549,5109.299076536637,0,34.52197147053656,1.9819316250211043,96.2195807223642,3,267.82
2217,169,0,0,159.0,28262.48035824585,2171.2719745691475,0,22.013064480282537,1.705764027705512,80.67739948863328,3,183.73
2218,158,2,1,208.0,23225.536232366543,5438.938192817071,0,22.75931326682936,0.8089244714755286,95.47232370761004,3,261.54
2219,168,2,1,172.0,23509.721626026705,4969.7827521045965,0,17.8368088332709,1.0880241410798526,114.35388423506753,3,265.52
2220,132,1,0,144.0,15726.764382138204,8005.989472198317,0,16.73323584746321,1.120800096495048,98.19237264506178,3,299.75
2221,150,2,0,151.0,15324.928526139074,4720.137764468933,0,13.18721364474996,1.451305506067401,110.40077059506211,3,235.97
2222,177,2,1,177.0,30556.57007122997,3869.542673499997,0,15.903136613878532,0.9900724435813594,80.67756651171439,3,211.25
2223,111,0,2,180.0,13148.423047251476,1807.477142219388,0,27.002390423405,0.8926581837132772,77.5386023149806,3,178.84
2224,119,4,1,217.0,5770.737425527086,1418.5095753283013,0,31.198266466723528,1.0116292905332078,75.35081609005876,3,212.36
2225,152,3,3,158.0,28181.018382418697,4952.209847701393,0,32.16517828925736,1.1928223596538627,89.47502899206026,3,244.55
2226,187,2,3,180.0,30330.776078858333,4121.757815519663,0,21.10369586620126,0.8590519640693571,85.9185635069847,3,243.12
2227,142,2,0,159.0,13670.960782182316,5997.917525615732,0,37.65864328951413,1.034437079988028,111.25325504004236,3,261.1
2228,197,3,1,171.0,9128.1860493464,7407.355934035612,0,19.861841699415745,1.0010239591859842,66.75613277898952,3,278.8
2229,188,2,1,215.0,30443.151985975823,1360.0613221642268,0,13.334099301954602,1.7268311920118915,93.24281422378678,3,189.85
2230,149,0,3,159.0,5434.137062051996,5465.953987325339,1,38.35668307036386,1.003488802234427,84.20439165651837,3,260.17
2231,128,0,1,195.0,18773.79191941218,8757.747047637817,0,26.22031423743359,1.7498474301329907,116.25419121650692,3,363.86
2232,156,3,0,191.0,6771.94661454627,5096.499275262955,0,39.14128666347294,1.409818582459604,107.30336814105962,3,265.69
2233,138,2,0,184.0,23482.768446888625,5691.179898556969,0,21.809996595493217,1.7094250154289734,86.00106156614852,3,260.33
2234,194,2,3,195.0,4855.014271718012,5381.126566450084,0,32.72179850208249,1.3404282868362496,98.4368083441048,3,276.23
2235,155,4,1,162.0,21588.591033496523,4508.136266350693,0,13.29810180203717,1.8812662095428416,104.73547260841102,3,233.99
2236,142,2,1,219.0,30917.76369906801,1991.075715310352,0,35.62237394779652,1.1318224188782215,64.26849070766123,3,204.28
